tweet,voter 1,voter 2,voter 3,final vote,,,,,,,,,,,,,,,
@EbaloJhunior @yung40kanatapos @manilabulletin @lenirobredo WOAH PROOF MUNA   UNG DRUGTEST NG MAMA MO WALA PA? ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0,0,0,0,,,,,,,,,,,,,,,
@EbaloJhunior @yung40kanatapos @manilabulletin @lenirobredo AY EWAN BASTA ANG ALAM KO   @BoboSiLenl ADUKEN ðŸ¤£ðŸ¤£ðŸ¤£,0,0,0,0,,,,,,,,,,,,,,,
@BoboSiLenl @yung40kanatapos @manilabulletin @lenirobredo basahin mo kasi na si BBM at KEITH RICHARD ay magkasama tumitira ng cocaine,-1,-1,-1,-1,,,,,,,,,,,,,,,
@BoboSiLenl @yung40kanatapos @manilabulletin @lenirobredo ang ano?? sabihin na ADDICT ang anak ng demonyong marcos??,-1,-1,-1,-1,,,,,,,,,,,,,,,
@EbaloJhunior @yung40kanatapos @manilabulletin @lenirobredo ANU YORN? KABOHBOHAN? ðŸ¤£ðŸ˜‚,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@lenirobredo My mother and our kasambahay consulted yesterday, Jan. 3 morning po. No replies yet up to now. Thanks.",0,0,0,0,,,,,,,,,,,,,,,
@lenirobredo ðŸ™„,0,0,0,0,,,,,,,,,,,,,,,
@EbaloJhunior @yung40kanatapos @manilabulletin @lenirobredo AY ETO UN 100% TANG-A ðŸ¤£  https://t.co/0icXYqm9VU,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@jomag22 @VPPilipinas @lenirobredo @_TangingYaman   Huwag po ibigay kay Duterte, nanakawin lang. ðŸðŸŠ",-1,-1,-1,-1,,,,,,,,,,,,,,,
Congratulations VP @lenirobredo ðŸ‘ðŸŽ€  21 Lifestyle Asia People who shaped 2021. ðŸ’–ðŸŽ€  https://t.co/SBRDAt9il9,1,1,1,1,,,,,,,,,,,,,,,
Solid Leni Robredo po ako. Sorry BBM count me out. #NoToMarcosDuterte2022 #LetLeniLead2022 #LeniKiko2022,1,1,1,1,,,,,,,,,,,,,,,
ORASYON PARA KAY LENI ROBREDO| NAPAGTRIPAN NG MGA SUPPORTERS NYA  https://t.co/IjspXESozp via @YouTube,-1,-1,-1,-1,,,,,,,,,,,,,,,
go go go President Leni Robredo!,1,1,1,1,,,,,,,,,,,,,,,
Vice President Leni Robredo suspends operations of their campaign headquarters for the safety of volunteers and staff due to the rising cases of COVID-19 in the country.  READ:  https://t.co/S18h1EiAgH  https://t.co/ljFyMp8Lu5,-1,-1,-1,-1,,,,,,,,,,,,,,,
"Hi mga KAKAMPINKS @iamtix95 @lenirobredo @AttyMatula @kikopangilinan @TrillanesSonny mga sir and mam, any recommendation po para sa MRI ng pinsan ko po? Ang mahal kasi canâ€™t afford sa private po, Salamat sa help po",0,0,0,0,,,,,,,,,,,,,,,
"@mypecker009 you are certified Macoytardz that's why you hate Busy PRESIDENTE LENI ROBREDO ðŸŒŸâ£ï¸ ,and you PRAISE your POLITICAL GOD IDOL to the Highest Level as a Perfect",-1,-1,-1,-1,,,,,,,,,,,,,,,
"@benign0 Shame on you, Leni! @lenirobredo",-1,-1,-1,-1,,,,,,,,,,,,,,,
wala pa po akong baller ni President Leni Robredo hehe,0,0,0,0,,,,,,,,,,,,,,,
My President! #LeniRobredo #LabanLeni2022  https://t.co/ddva78cl2t,1,1,1,1,,,,,,,,,,,,,,,
Now I'm solid #Kakampink2022  @lenirobredo  By the way Happy Birthday Hopie @lizasoberano LIZA TURNS XXIV  https://t.co/YylK9q1mth,1,1,1,1,,,,,,,,,,,,,,,
@RyanLingo_ Calling @lenirobredo bka may pedi kayong iexplain dito hahahaha.,0,-1,0,0,,,,,,,,,,,,,,,
"Dear ma'am @lenirobredo hihiling po sana ako ng covid care pack nyo, since I am in self-quarantine and helpful for self monitoring ang sheet nyo :) pretty please po?",0,1,0,0,,,,,,,,,,,,,,,
Redemption arc begins when Leni Robredo becomes president,0,0,0,0,,,,,,,,,,,,,,,
"@lenirobredo Powera nimo, ma'am.",1,1,1,1,,,,,,,,,,,,,,,
@sant15011829 @F1rstkosiLeni @godofmyownworld @lenirobredo @kikopangilinan Walang nagtanong. Award winning actress ka din?,0,-1,0,0,,,,,,,,,,,,,,,
"@PhilstarNews And if #LeniRobredo is a Leader, as she wants herself to believe, instead of using her to campaign for her, as a good friend, why not subtly help her to see a shrink? #eleksyon2022 #Halalan2022 #Mentalhealth  https://t.co/pwoMgBiZ32",0,1,0,0,,,,,,,,,,,,,,,
@jomag22 @lenirobredo please try this thank you,0,0,0,0,,,,,,,,,,,,,,,
"Manila Bulletin: â€œVice President Leni Robredoâ€™s flagship Angat Buhay program has helped 622,000 families in 223 cities and municipalities across the country since she assumed office in 2016.â€ Thatâ€™s an average of 283 families a day.",1,1,1,1,,,,,,,,,,,,,,,
@PhilstarNews I certainly don't want to see the youth of the Philippines turn out like Bongbong Marcos so VP @lenirobredo must win. ðŸ•Šï¸,0,0,0,0,,,,,,,,,,,,,,,
"VP Leni Robredo's win is the victory of all Filipinos against China, against the corrupts, and the traitors like the Marcoses, the Dutertes, Villars, GMA, Revillas, Estradas, etc etc... Da Celestine.  Graphics ctto.  https://t.co/gesMFb8yZa",1,1,1,1,,,,,,,,,,,,,,,
update: i saw this friend recently and found out he registered to vote and is voting for @lenirobredo ðŸ’ž,0,0,0,0,,,,,,,,,,,,,,,
Congrats to our very hardworking servant leader VP @LeniRobredo for your Exceptional Public Service ðŸ†  https://t.co/3GGb8Cjl8g,1,1,1,1,,,,,,,,,,,,,,,
@GraceEverlast @mikeandrysala @Jimmy93171751 @lenirobredo Mademandd ka sana sa libelous post mo against VP LENI.,-1,-1,-1,-1,,,,,,,,,,,,,,,
@F1rstkosiLeni @godofmyownworld @lenirobredo @kikopangilinan BBM SARA KAMI,1,1,1,1,,,,,,,,,,,,,,,
Walang iba kungdi si @lenirobredo lang! #LabanLeni2022  #LetLeniLead2022 #LeniforPresident2022 #LeniKiko2022,1,1,1,1,,,,,,,,,,,,,,,
May pag-asa ba ang ganung convenience sa Pilipinas?  Siguro sa July 2023 may pag-asa if nakaupo na si #BusyPresidente Leni Robredo!!!,1,1,1,1,,,,,,,,,,,,,,,
Actual accomplishments should be a basis for choosing a candidate.  Iboto natin ang kandidato na marami na nagawa para sa bayan.  VP Leni Robredo for President! #LeniKiko2022 #LeniRobredo2022 #LetLeniLead2022 #LabanLeni2022  https://t.co/ExnQvh6qT5,1,1,1,1,,,,,,,,,,,,,,,
lumaban ka magisa mo wag mo kami idamay susmaryusep ka kabobita ni @lenirobredo tapos gusto nyu ivote namin sya utot nyu pink kyo nlng walang damayan !!!,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@CoachClarkeRoi This is exactly the reason why maDumb @lenirobredo &amp; @kikopangilinan 's survey are plunging. So Thank you ðŸ˜Š ðŸ™ðŸ» It reminds us of the notorious liberal mindset ""you're a romualdez and the pres (AbNoy) is an aquino...so bahala kayo sa buhay ninyo"" #NoToLeniKiko2022 #votebbmsara2022  https://t.co/hweakAHVzt",-1,-1,-1,-1,,,,,,,,,,,,,,,
"Hello, kakamPINK! Award-winning actress, Angel Aquino also supports VP @lenirobredo and Senator @kikopangilinan! ðŸ’—ðŸŽ€  #F1rstKoSiLeni #BakitSiLeni #LabanLeni2022  https://t.co/Zf9X7bXKrk",1,1,1,1,,,,,,,,,,,,,,,
"gorgeous people vote for @lenirobredo and aren't ""undecided""",1,1,1,1,,,,,,,,,,,,,,,
@louAnn42878581 @jalaylo @lenirobredo done n rin po,0,0,0,0,,,,,,,,,,,,,,,
@lenirobredo ðŸ‘ŽðŸ‘ŽðŸ‘Ž,0,0,0,0,,,,,,,,,,,,,,,
@anticorrupt2022 @jalaylo @lenirobredo comments kayo sa OVP Facebook para matulungan kayo,0,0,0,0,,,,,,,,,,,,,,,
@dclnviv_ @iamstephaa @lenirobredo ðŸ™ðŸ™ðŸ™,0,0,0,0,,,,,,,,,,,,,,,
@JanairoKlein @TrillanesSonny @ChelDiokno @AttyMatula @lenirobredo ðŸŒ¾,0,0,0,0,,,,,,,,,,,,,,,
"@HLingayan @TheEdge202111 @boykultosex @EURIKA49463907 @piamagalona @tim_cook @lenirobredo O db? Kung d ka tumanda d ka NABUDOL, saklap pati sa LUGAW ayaw munaðŸ˜‚ðŸ˜‚ðŸ˜‚dahil sa pagka budol mo sa budol budol gangs vloggers at tiktokers ðŸ˜‚ðŸ˜‚ðŸ˜‚",-1,-1,-1,-1,,,,,,,,,,,,,,,
Major accomplishment na naambag ni leni robredo kungdi siraan ang Bansang Pilipinas sa international community at sa united Nation para sa pansariling interest ng kanya ng partido Liberal Party.,-1,-1,-1,-1,,,,,,,,,,,,,,,
I am a Filipino and my President is Leni Robredo ðŸŒ¸ðŸŒ¸ðŸŒ¸  https://t.co/t5MS1vk6nd,1,1,1,1,,,,,,,,,,,,,,,
"@HLingayan @WolPers027 @TheEdge202111 @boykultosex @EURIKA49463907 @piamagalona @tim_cook @lenirobredo Peace sign at oppa sign... ginamit ko, d yan exclusive sa mga budol gangs... pati ang oppa ""ilovu"" sign pwd gamitin ng lahat na nag idol ng mga kpopsðŸ’—ðŸ’ª",0,0,0,0,,,,,,,,,,,,,,,
@NorthPrince14 @PhilstarNews @lenirobredo @jpgrobredo @jillrobredo Nakakaawa naman yung mga magsasabeng negative kay VP Leni?di cguro nakapag aral? Di nila alam sila tunay na mang mang!tingnan nyo muna sana kung ano natapos Ni VP Leni bago mag comment ng ganyan!wala na kc kaung masabe nega e!,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@WolPers027 @HLingayan @TheEdge202111 @boykultosex @EURIKA49463907 @piamagalona @tim_cook @lenirobredo Ang take 2, yan ang palatandaan na matapang, tibay at husay. Ang iba nga dyan isang take lng suko na kapag d nakapasa...  Wag mong isipin ang Take 2,isipin mo ANONG NATAPOS NG IDOL MO?! oks?",-1,-1,-1,-1,,,,,,,,,,,,,,,
Kinda weird for Donald Kirk not to mention  VP Leni Robredo  as one of the presidential candidates in the article. Donald Kirk is a veteran correspondent and authored several books about Southeast Asia.,-1,-1,-1,-1,,,,,,,,,,,,,,,
"Is it true that one of Leni Robredo's kids VIOLATED quarantine protocols? If so, how can she be a good president if she cannot even discipline her own daughter??",-1,-1,-1,-1,,,,,,,,,,,,,,,
@HolyExcelion @EbaloJhunior @gelato12345 @manilabulletin @lenirobredo makabobo naman tong troll na to ðŸ˜…... ganyan kayu pinalaki ng nanay mong pink ang utak ðŸ¥´... mga disente tingnan pero barumbadong ugali ðŸ¤®... kala mo naman sila lang may alam ðŸ¥´ðŸ¤®... naka pag thesis ka nga bagsak naman ata... ðŸ¥´ðŸ¤£,-1,-1,-1,-1,,,,,,,,,,,,,,,
Let's start the day with one UNDENIABLE fact:  Hindi ibabalik o ipasosoli ang yaman mo sa gobyerno kung sayo naman talaga yun. Ang ibig sabihin lang nun ay nakuha mo ang yaman mo sa hindi lehitimong paraan.  VP Leni Robredo for President! #LeniKiko2022 #LeniRobredo2022  https://t.co/gyuxipq5VQ,1,1,1,1,,,,,,,,,,,,,,,
"Interesting that there was no mention of Leni Robredo - the clear second placer. And, the article assumes Isko as the opposition.",-1,0,0,0,,,,,,,,,,,,,,,
layo nmn pala ng akwat kaya pala ikot ng ikot n mga peste nyu pwet ehhh dba give up na ayaw sa inyo ng tao tanggapin nyu na @lenirobredo @MannyPacquiao @IskoMoreno,-1,-1,-1,-1,,,,,,,,,,,,,,,
@lenirobredo hi maam di po makaregister ito lng po ung nalabas sa messenger for bayanihan e-konsulta  https://t.co/8EX9hZhnjZ,-1,-1,-1,-1,,,,,,,,,,,,,,,
@deoenalpe_phl @lenirobredo Been trying to register pero same response nakukuha ko as of the moment,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@manilabulletin   Mabigyan mo lang ng isang platong maputlang spaghetti ang isang pamilyang 6 katao, o kaya ay 3 pirasong pandesal ang pamilyang 5 katao...  ...ay COUNTED na yon na tulong.  Am I right, Madumb @lenirobredo &amp; @barrygutierrez3?   BWAAAHAHAHAAA  #RobredosMEDIOCRITY",-1,-1,-1,-1,,,,,,,,,,,,,,,
@Doods51260808 @manilabulletin Buong family ko naniniwalang si Leni Robredo ang pinaka tamang choice na iboto bilang pangulo ng Pilipinas.   Puede po ba ninyong ipaliwanag kung bakit ang dilawan ay hindi kapani-paniwala?,1,1,1,1,,,,,,,,,,,,,,,
@RonaldR75484618 @BoboSiLenl @lenirobredo ðŸ¤£ðŸ¤£may sira at lutang din brodðŸ˜‚ðŸ˜‚ðŸ˜‚,-1,-1,-1,-1,,,,,,,,,,,,,,,
@Green4FEG @NormanRomulo400 @PancakeSwap @KCMontero @PiaWurtzbach @MannyPacquiao @lenirobredo @NormanRomulo400,0,0,0,0,,,,,,,,,,,,,,,
@manilabulletin Time for @lenirobredo to lead this country and send duterte to rot in jail for the rest of his stinking life ðŸ‘ @pcoogov,-1,-1,-1,-1,,,,,,,,,,,,,,,
@gelato12345 @manilabulletin @lenirobredo Boung pamilya po namin kay Robredo. Kaya di kami naniniwala na ayaw ng tao sa kanya. Sinisiraan lang sya kaya marami nagagalit sa kanya pero pag-nagresearch ka sa mga nagawa niya malalaman mo kung gaano ka innovative at effective mga programs niya despite low budget.,1,1,1,1,,,,,,,,,,,,,,,
@lenirobredo Mabuhay ka Madam VP ikaw ang Presidente namin,1,1,1,1,,,,,,,,,,,,,,,
"@lenirobredo DOKTOR yun hindi DUKTOR. Langya eh, nagpapauso ka na naman ng mali. ðŸ¤£",0,0,0,0,,,,,,,,,,,,,,,
@vtabing @lenirobredo @kikopangilinan I was watchng W Revillameâ€™s show ystrday. WeirdðŸ¥´ parang nangangampanya â€” somethingâ€™s cooking ðŸ¤¨,0,0,0,0,,,,,,,,,,,,,,,
@lenirobredo Hoy! Namumulitika na naman daw kayo! Please lang wag gagamutin or i-swab for free ng mga hinayupak na DDS at BBM apologistsâ€¦ bayaan silang mangisay kasama ng mga poon nila!,-1,-1,-1,-1,,,,,,,,,,,,,,,
@OryangOryang @lenirobredo ðŸ’–,0,0,0,0,,,,,,,,,,,,,,,
@WolPers027 @TheEdge202111 @VerNgojo @boykultosex @EURIKA49463907 @piamagalona @tim_cook @lenirobredo Ganun ba? 2 TAKES langâ€¦ eh di sana nag top 10 man lang siyaâ€¦ KUNG TOTOONG MATALINO SIYA.,-1,-1,-1,-1,,,,,,,,,,,,,,,
Praying that 2022 will be a year of great change to our government. By meaning of great change is having Leni Robredo as our presidentand Kiko Pangilinan as her VP. We all deserve a government that we can be proud of.,1,1,1,1,,,,,,,,,,,,,,,
@vtabing @lenirobredo ðŸ’–ðŸ’–,0,0,0,0,,,,,,,,,,,,,,,
"@HoltzyJordz @VineDivine2 @LudoviceMarites @manilabulletin @lenirobredo We have conflicting views,  maybe we see geniunety in different levels..i dont need to meet her to know if she really is genuine or not, my gut feels just say so..and eversince,  my inner feeling towards somebody never fails me..You have your views,  i have mine.",0,0,0,0,,,,,,,,,,,,,,,
@BoboSiLenl @taga_bukidKo @lenirobredo Hahhahhaha Bakit may sira dn ba? Ang Alam ko lagi lng Naka lutang ðŸ¤£ðŸ¤£ðŸ¤£,-1,-1,-1,-1,,,,,,,,,,,,,,,
@manilabulletin Ok! Mdmb @lenirobredo umangat ho ba ang rating nyo sa survey?,-1,-1,-1,-1,,,,,,,,,,,,,,,
@MDSOnwardPH22 ANTI-CHRIST AGENDA 2030  one world government takeover whole planet  huwag makaupo si LENI ROBREDO eto ang plano nila.. kawawa ng pilipinas  https://t.co/UzxDLA6aZf,-1,-1,-1,-1,,,,,,,,,,,,,,,
"Watch and Share. ""Office of the Vice President Leni Robredo: Yearend Review""   #LeniRobredo2022  #LeniKiko2022 #LetLeniLead   https://t.co/Bq0CqEbY92",0,0,0,0,,,,,,,,,,,,,,,
@taga_bukidKo @RonaldR75484618 DALHIN NA SI @lenirobredo SA MENTAL ðŸ¤£,-1,-1,-1,-1,,,,,,,,,,,,,,,
@_sonnyboy_ @_ricjul @lenirobredo @pinkpawer2022 @tesa4950 @CharityBalhon Nung 40s na sya?ðŸ˜‚,0,0,0,0,,,,,,,,,,,,,,,
@RamButler @EbaloJhunior @gelato12345 @manilabulletin @lenirobredo surveys logic:para maintindihan mo  â€œBakit mo ubusin ang sabaw ng sinigang na niluluto mo para matikman mo ang tamang lasa â€œjunior kapa naman,-1,-1,-1,-1,,,,,,,,,,,,,,,
"Ito ang leader hindi ka paaasahin ng ginto. Meron siya ginintuang puso na tapat na maglilingkod. Para makamit natin ang serbisyo nararapat. Kay Leni Robredo serbisyong tapat, aangat ang lahat â¤ï¸ðŸ‡µðŸ‡­",1,1,1,1,,,,,,,,,,,,,,,
"@criso_ley @adobo1_flying @LuhPamileh @lawyersforleni Oh. Chill bro. Hahahaha. So kasama or hindi? Kasama diba? Think before you act. Wag kayo magkalat sa social media, nakakahiya kay VP @lenirobredo",-1,-1,-1,-1,,,,,,,,,,,,,,,
"Dahil sa mabilis na pagtaas ng COVID-19 cases sa bansa, binuhay ni Vice President Leni Robredo ang Swab Cab free antigen testing kung saan dadalhin ito sa mga lugar na nasa high risk sa susunod na linggo.  https://t.co/qVs2lHrMxg #NewskoNews  @lenirobredo",1,1,1,1,,,,,,,,,,,,,,,
"Vice Pres. Leni Robredo expresses her excitement in the upcoming 2022 elections, saying that the poll will be a ""fight of our lives.""  ""Hindi lang ako, pero 'yung pinaglalaban dito 'yung future ng mga kabataan, 'yung future ng anak natin, 'yung future ng apo natin,"" she said.  https://t.co/6XIhohFSyq",1,1,1,1,,,,,,,,,,,,,,,
@lenirobredo kailan po sa Valenzuela may trangkaso po kaso wala po talaga pang bayad sa testing wala po pera,-1,-1,-1,-1,,,,,,,,,,,,,,,
@lenirobredo @kikopangilinan @jaicabajar @MrFrankBaraan KADIRI ðŸ¤¢  https://t.co/WNbhUmMPt3,0,0,0,0,,,,,,,,,,,,,,,
@kikopangilinan @BigManDrilon @lenirobredo @DickGordonDG @sotto_tito @risahontiveros @SenGracePOE @SenLeiladeLima @PingLacson2022,0,0,0,0,,,,,,,,,,,,,,,
"@k_aletha Manila Bulletin loves Leni Robredo very much just like Inquirer,ABS &amp; Rappler.  It's literally like spreading Leni's ass and licking it.  Sorry for my words but media is terribly concentrating on Leni's forever! As if there is no 110,000,000 population in the Philippines. Geez",-1,-1,-1,-1,,,,,,,,,,,,,,,
GOOD MORNING MAAM @lenirobredo @VPPilipinas Bakit Po hindi free Ung covid testing Paano po malaman kung may covid ang isang tao kung wala namn po sila pang bayad sa testing? 1500 Antigen at 4500 RTPCR pambili ng bigas wala nga pang covid testing pa kaya.we need you po ðŸ™ðŸ™ðŸ™ðŸ™,-1,-1,-1,-1,,,,,,,,,,,,,,,
Ang dapat iboto sa #Halalan2022 ay yung kandidatong proactive at may maayos na plano at solusyon sa pandemyang ito. Si VP @lenirobredo yun!,1,1,1,1,,,,,,,,,,,,,,,
"@benign0 @lenirobredo Let's face it, mrami tlgang Pinoy na mpanira, they prefer to destroy someone's reputation at pgtwanan ang tao. Kasawa na, dming bashers kya wlang asenso krmihan sa Pinoy. She's a lawyer for goodness sake, so I don't believe, she'll say that. Gosh! Kaloka!",-1,-1,-1,-1,,,,,,,,,,,,,,,
"Swab cab mobile covid-19 testing operation .  Vaccine Express .  Bayanihan E-konsulta .  Free shuttle service for HCW's .  iilan lang yan sa covid response ni VP Leni Robredo .  Kaya doon tayo sa may malinaw sa solusyon , kabalikat sa tamang direksyon at totoong lingkodbayan .",1,1,1,1,,,,,,,,,,,,,,,
"@rapplerdotcom question:  kung naka Bubble sila, bakit sumama si Kris sa isang pamimigay ni Leni Robredo nung victims ng Bagyong Odette?  hmmmm.  Akala ko ba delikado siya mahawaan ng Covid?  Ano ginagawa nya dun sa labas ng Bubble?  hmmm.  nagtatanong lang kris",0,0,0,0,,,,,,,,,,,,,,,
Saku-sakong bigas at sari-saring food packs ang inihanda at pinadala ng mga volunteer groups ni Leni Robredo sa Southern Leyte.   (2/2),1,1,1,1,,,,,,,,,,,,,,,
"Leni Robredo, walang dalang tulong nang pumunta sa Leyte?  HINDI TOTOO! Sa tulong ng Robredo People's Council at mga volunteer groups ni Robredo, nakatanggap ng relief packs ang mga nasalanta ng bagyong Odette sa Leyte.  (1/2)  https://t.co/dLL6RfXLLP",1,1,1,1,,,,,,,,,,,,,,,
@FedicTheGreat @karensshih @lenirobredo Ang mga bata ay si marunong magainungaling at mandaya!!!,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@manilabulletin Filipinos should realize that this leader that pushed and created programs that helped the masses and is willing to listen, go directly, and talk to people is all our country needs right now. A leader who is willing to follow. Leni Robredo does all that.  #RobredoPangilinan2022",1,1,1,1,,,,,,,,,,,,,,,
"@jeproks73 Kaya OT sila to destroy @VPPilipinas @lenirobredo credibility, and personality kasi wala silang ma-convert!!!",-1,-1,-1,-1,,,,,,,,,,,,,,,
"@HolyExcelion @gelato12345 @manilabulletin @lenirobredo ikaw ang MANGMANG di mo binasa comment ko.... 2,400 lang correspondent ng survey ðŸ˜‚ðŸ˜‚ðŸ˜‚",-1,-1,-1,-1,,,,,,,,,,,,,,,
@meggytol Hoping for @lenirobredo  to be the next president na maipagmalaki sa ibang bansa ang Lider di yung kahiyahiya,1,1,1,1,,,,,,,,,,,,,,,
@Jimmy93171751 @BuangSonny @maria47215 @GnomeJuli07 @allcapslerky @imnotadds @boy_kalog @anthonybicolan @lino_iam @iliad_novak @lav2heart14 @BalDugho @MDSOnwardPH22 @GrowlHarhar @chadachada17 @NileSneel @bernallene @fakyoto @bhevzkyren @pawwiefriday @MarC012378 @little_b_o_y @IamPatriotMDS @ralfymannheim @dutaetaetae @LoVe_MeOw_24 @GioSheng @3gchinoy @aberasturi2 @virmaxi @Aczent1 @WongLi2515 @inday_darling @briggscutter @RyanAsa7 @realmealbert @cletoque2 @MistPersie @corruptpler @Airashi_Kireina @YusufSantos79 @axonyx @PositivityLivi1 @ntfcovid19ph @Teddybird @EdselSalvana @TheBCDAGroup @BatangPink2022 @lenirobredo @lawyersforleni ðŸ¤®ðŸ¤®ðŸ¤® Kasuka..ganyan din mga supporters ni Recto King #cocacola,-1,-1,-1,-1,,,,,,,,,,,,,,,
iba din tlaga mga galing jumerikaðŸ˜„parang si madam @lenirobredo may sariling mundoðŸ˜‚  https://t.co/DkbDNXdYng,-1,-1,-1,-1,,,,,,,,,,,,,,,
@HLingayan @TheEdge202111 @VerNgojo @boykultosex @EURIKA49463907 @piamagalona @tim_cook @lenirobredo 2 take lng sia. At working student at mom na sia ng nag abogada at bar sia. Wag ka bobo inutil mangmang,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@maria47215 @BuangSonny @GnomeJuli07 @allcapslerky @imnotadds @boy_kalog @anthonybicolan @lino_iam @iliad_novak @lav2heart14 @BalDugho @MDSOnwardPH22 @GrowlHarhar @chadachada17 @NileSneel @bernallene @fakyoto @bhevzkyren @pawwiefriday @MarC012378 @little_b_o_y @IamPatriotMDS @danwaytoofar @ralfymannheim @dutaetaetae @LoVe_MeOw_24 @GioSheng @3gchinoy @aberasturi2 @virmaxi @Aczent1 @WongLi2515 @inday_darling @briggscutter @RyanAsa7 @realmealbert @cletoque2 @MistPersie @corruptpler @Airashi_Kireina @YusufSantos79 @axonyx @PositivityLivi1 @ntfcovid19ph @Teddybird @EdselSalvana @TheBCDAGroup @BatangPink2022 @lenirobredo @lawyersforleni Hay, ito ka aleng maria.  https://t.co/daAfiP1hoN",0,0,0,0,,,,,,,,,,,,,,,
"@lenirobredo Maraming salamat pi mahal na VP. Ikaw din po laging mag ingat at pahinga din po. God bless you madame VP, ikaw lang pag asa namin.",1,1,1,1,,,,,,,,,,,,,,,
@manilabulletin Ano pong plataporma nyo para sa mga guro ma'am @lenirobredo ?,0,0,0,0,,,,,,,,,,,,,,,
@EbaloJhunior @gelato12345 @manilabulletin @lenirobredo Mas bobo ka alam m b ung statistics? Ng thesis kaba nung college? Di m mssusurvey lhat ng pinoy kya nga kukuha ka ng sample survey s bawat ng iilang tao pra manarrow down m. Jusko aral muna,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@EbaloJhunior @gelato12345 @manilabulletin @lenirobredo bobo aral ka ng statistics para malaman mo ang math behind surveys, kung kaya mong aralin ang central limit theorem? Moron",-1,-1,-1,-1,,,,,,,,,,,,,,,
"@PinoyAkoBlog Walang katiwalian, puro kabobohan lang. Tatak Leni Robredo",-1,-1,-1,-1,,,,,,,,,,,,,,,
"@manilabulletin Leni Robredo and Accomplishment, perfect example of an oxymoron.",-1,-1,-1,-1,,,,,,,,,,,,,,,
@forthenationPH @SeanCer2 @bongbongmarcos @lenirobredo Sinabi mo pa HAHAHAHAHA kulang lang yan sa pag mamahal ng ina nila na si leni,-1,-1,-1,-1,,,,,,,,,,,,,,,
"MANILA â€” Vice President Leni Robredo on Monday said her office and its private partners will bring back ""swab cabs"", or roving buses that offer COVID-19 tests, as infections inched up.    https://t.co/lhCXYMjuso",0,0,0,0,,,,,,,,,,,,,,,
"@intoitachi @lenirobredo Hi, I'm one of Sen Kiko's volunteer team, can you send me a message regarding po sa pinanghihingi niyo po nang tulong we need contact information po. Thankyou",0,0,0,0,,,,,,,,,,,,,,,
@lenirobredo Salamat VPLeni. ðŸ™,1,1,1,1,,,,,,,,,,,,,,,
JGD KAMASA Songs...VP LENI Robredo Parody Song..  https://t.co/qDDQLy1uum via @YouTube,0,0,0,0,,,,,,,,,,,,,,,
"In contrast, the Robredo campaign kicked off with flurry of caravans and lugaw feeding programs where minimum health protocols were not observed. What was most ironic was Leni Robredo's platform being anchored on ""Kalayaan sa Covid.""",-1,-1,-1,-1,,,,,,,,,,,,,,,
"@HLingayan @momblogger @lenirobredo Ay sablay ka dyan Hara Lingayan. The best choice si Leni Robredo, hardworking, honest, hindi magnanakaw, may plano para sa bayan.Sana hindi palampasin ng bayan ang pagkakataon na magkaroon ng matinong pamumuno.  And her kids, overachievers lang naman lahat #labanlenikiko2022",-1,-1,-1,-1,,,,,,,,,,,,,,,
Elitisa pa rin ba mga botante ni VP @lenirobredo?  https://t.co/yv64Q0Isub,-1,-1,-1,-1,,,,,,,,,,,,,,,
@lenirobredo  https://t.co/7UAMzNvppg,0,0,0,0,,,,,,,,,,,,,,,
"@BThealbum @TalaZaldivar @lenirobredo @bongbongmarcos Watdapak?!!! Logic was thrown out along with the trash,.. tutcha... tsk tsk tsk! ðŸ˜±",-1,-1,-1,-1,,,,,,,,,,,,,,,
SABI NI @lenirobredo GUMAWA DAW SYA NANG 2 BATAS   YUN BANG  I AM... ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0,0,0,0,,,,,,,,,,,,,,,
"@gelato12345 @manilabulletin @lenirobredo naniniwala ka sa Survey?? kawawa ka naman.. FYI 2,400 correspondent ng survey doesnt represent 66MILLION registered voters ðŸ˜‚ðŸ˜‚ðŸ˜‚",-1,-1,-1,-1,,,,,,,,,,,,,,,
My only New Year's wish:    PRESIDENT LENI ROBREDO,1,1,1,1,,,,,,,,,,,,,,,
@lenirobredo EPAL pa more,-1,-1,-1,-1,,,,,,,,,,,,,,,
"my mum who at 72, stayed home for more than two years to help stop covid spread, will go home with me to the province on May, to vote for @lenirobredo One Vote Counts! Make your vote count! #kakampink ðŸ’–ðŸ™ðŸ»ðŸ’  https://t.co/bv1wEyxeyb",1,1,1,1,,,,,,,,,,,,,,,
